id,category,city,salary,workYear,education
1,Java,北京,32.5,4.0,本科
2,Java,北京,30.0,3.0,本科
3,Java,北京,22.5,2.0,本科
5,Java,成都,12.5,4.0,本科
6,Java,广州,20.0,4.0,本科
7,Java,成都,19.5,3.0,本科
8,Java,武汉,15.5,3.0,本科
10,Java,北京,20.0,4.0,本科
11,Java,深圳,45.0,3.0,本科
14,Java,北京,25.0,3.0,本科
15,Java,上海,22.5,4.0,本科
16,Java,北京,27.5,4.0,本科
17,Java,北京,30.0,3.0,本科
18,Java,深圳,18.0,3.0,本科
19,Java,西安,12.5,4.0,本科
20,Java,北京,22.5,3.0,本科
21,Java,广州,14.5,2.0,本科
22,Java,深圳,30.0,3.0,本科
23,Java,杭州,20.0,4.0,本科
24,Java,深圳,14.0,4.0,本科
25,Java,南京,14.0,2.0,本科
26,Java,成都,12.5,4.0,本科
27,Java,广州,22.5,3.0,本科
29,Java,南京,26.5,4.0,本科
30,Java,北京,16.0,3.0,本科
31,Java,成都,15.0,3.0,本科
32,Java,深圳,17.0,3.0,本科
33,Java,上海,15.0,4.0,本科
34,Java,北京,25.0,3.0,本科
35,Java,南京,15.0,4.0,本科
36,Java,北京,11.5,2.0,本科
37,Java,深圳,21.5,4.0,本科
38,Java,深圳,32.5,3.0,本科
39,Java,广州,18.5,4.0,本科
40,Java,武汉,11.5,4.0,本科
41,Java,深圳,12.0,2.0,本科
42,Java,北京,27.5,4.0,本科
43,Java,深圳,17.0,4.0,大专
44,Java,北京,40.0,3.0,本科
45,Java,苏州,12.5,2.0,大专
46,Java,北京,17.5,4.0,大专
47,Java,北京,23.0,4.0,大专
48,Java,广州,12.5,2.0,本科
49,Java,深圳,12.5,2.0,本科
50,Java,北京,30.0,3.0,本科
51,Java,成都,13.5,2.0,本科
52,Java,杭州,11.0,2.0,本科
55,Java,北京,30.0,3.0,本科
56,Java,上海,16.5,2.0,本科
57,Java,广州,30.0,3.0,本科
58,Java,杭州,27.5,3.0,本科
60,Java,深圳,17.5,4.0,本科
61,Java,成都,13.5,4.0,本科
62,Java,深圳,17.0,3.0,本科
65,Java,杭州,18.5,4.0,本科
66,Java,北京,30.0,3.0,本科
68,Java,北京,45.0,4.0,本科
69,Java,上海,30.0,3.0,本科
70,Java,北京,30.0,4.0,不限
71,Java,北京,22.5,4.0,本科
72,Java,北京,22.5,4.0,本科
73,Java,武汉,20.0,4.0,本科
74,Java,杭州,24.0,3.0,本科
75,Java,上海,12.5,2.0,本科
76,Java,广州,24.0,3.0,本科
77,Java,贵阳,15.0,2.0,本科
78,Java,北京,27.5,2.0,本科
79,Java,上海,32.5,4.0,本科
80,Java,上海,20.5,3.0,本科
81,Java,深圳,21.5,3.0,本科
82,Java,广州,15.0,3.0,本科
83,Java,杭州,22.5,4.0,本科
84,Java,武汉,20.0,3.0,本科
86,Java,深圳,16.5,4.0,本科
87,Java,深圳,27.5,3.0,本科
88,Java,深圳,21.0,4.0,本科
89,Java,深圳,30.0,3.0,本科
90,Java,北京,20.0,4.0,本科
91,Java,成都,21.0,4.0,本科
92,Java,青岛,10.5,2.0,本科
93,Java,苏州,12.5,2.0,本科
94,Java,上海,13.5,4.0,大专
95,Java,北京,24.0,3.0,本科
96,Java,北京,17.5,4.0,不限
97,Java,深圳,16.0,4.0,本科
98,Java,北京,30.0,4.0,本科
99,Java,北京,15.0,4.0,大专
100,Java,北京,20.0,4.0,本科
101,Java,杭州,17.5,4.0,本科
102,Java,东莞,15.0,4.0,本科
104,Java,上海,22.5,4.0,本科
105,Java,杭州,17.5,4.0,本科
106,Java,广州,15.0,4.0,本科
107,Java,温州,18.5,4.0,本科
108,Java,成都,17.5,4.0,本科
110,Java,上海,20.0,4.0,本科
111,Java,北京,20.0,4.0,本科
112,Java,武汉,12.0,2.0,本科
113,Java,杭州,20.5,4.0,本科
114,Java,上海,37.5,4.0,本科
115,Java,深圳,37.5,3.0,本科
116,Java,北京,18.0,4.0,本科
117,Java,郑州,11.5,4.0,本科
118,Java,成都,15.0,4.0,本科
119,Java,北京,30.0,4.0,本科
120,Java,北京,20.0,3.0,大专
121,Java,杭州,14.0,2.0,本科
122,Java,成都,16.0,4.0,本科
123,Java,佛山,20.0,4.0,本科
124,Java,北京,30.0,4.0,本科
125,Java,深圳,23.0,4.0,本科
126,Java,杭州,21.5,4.0,本科
127,Java,佛山,18.5,3.0,本科
128,Java,北京,22.5,2.0,本科
129,Java,上海,15.0,3.0,本科
130,Java,广州,15.0,4.0,本科
131,Java,深圳,20.0,3.0,本科
132,Java,广州,25.0,4.0,本科
133,Java,广州,20.0,4.0,本科
134,Java,杭州,32.5,2.0,本科
135,Java,太原,11.5,4.0,本科
136,Java,北京,24.0,2.0,本科
137,Java,深圳,30.0,3.0,本科
138,Java,北京,19.5,3.0,本科
139,Java,北京,18.5,4.0,本科
140,Java,北京,26.5,3.0,本科
142,Java,深圳,13.5,2.0,本科
143,Java,深圳,24.0,4.0,本科
144,Java,厦门,20.0,4.0,大专
145,Java,广州,25.0,4.0,本科
146,Java,南宁,13.0,4.0,本科
147,Java,上海,22.5,4.0,本科
148,Java,广州,16.0,3.0,本科
149,Java,深圳,18.5,3.0,大专
150,Java,深圳,30.0,3.0,大专
151,Java,北京,21.0,3.0,本科
152,Java,深圳,21.5,3.0,大专
153,Java,杭州,23.0,4.0,本科
154,Java,杭州,13.0,4.0,本科
155,Java,广州,17.5,4.0,本科
157,Java,济南,13.0,4.0,本科
158,Java,成都,9.0,4.0,本科
159,Java,广州,20.0,2.0,本科
160,Java,深圳,15.0,4.0,本科
161,Java,深圳,25.0,3.0,本科
162,Java,深圳,20.0,3.0,本科
163,Java,济南,11.0,2.0,本科
164,Java,武汉,12.5,2.0,本科
165,Java,杭州,17.0,4.0,本科
166,Java,济南,8.0,2.0,本科
167,Java,苏州,20.0,3.0,本科
168,Java,成都,18.0,3.0,本科
169,Java,成都,20.0,3.0,本科
170,Java,上海,20.0,3.0,本科
171,Java,嘉兴,15.0,4.0,本科
172,Java,深圳,20.0,2.0,本科
173,Java,成都,13.0,2.0,本科
174,Java,北京,16.0,3.0,本科
175,Java,成都,15.5,4.0,本科
176,Java,成都,15.5,4.0,本科
177,Java,北京,37.5,4.0,本科
178,Java,上海,11.5,2.0,本科
179,Java,北京,30.0,3.0,本科
180,Java,深圳,10.0,2.0,本科
181,Java,杭州,25.0,3.0,本科
182,Java,上海,10.0,2.0,本科
183,Java,嘉兴,12.0,4.0,本科
184,Java,广州,17.5,4.0,本科
185,Java,上海,30.0,4.0,本科
186,Java,北京,25.0,3.0,本科
189,Java,杭州,17.5,4.0,本科
190,Java,广州,15.0,2.0,本科
191,Java,成都,15.5,4.0,本科
192,Java,杭州,18.0,3.0,本科
193,Java,东莞,20.0,3.0,本科
194,Java,北京,12.5,4.0,本科
195,Java,南昌,14.0,4.0,大专
196,Java,深圳,30.0,3.0,本科
197,Java,广州,20.0,3.0,本科
198,Java,北京,22.5,2.0,本科
199,Java,青岛,22.5,3.0,本科
200,Java,广州,16.0,4.0,本科
201,Java,北京,17.0,4.0,本科
202,Java,北京,17.0,4.0,本科
203,Java,北京,36.5,4.0,本科
204,Java,杭州,18.5,4.0,本科
207,Java,深圳,19.5,4.0,本科
208,Java,深圳,14.5,4.0,本科
209,Java,武汉,15.0,4.0,本科
210,Java,珠海,11.5,2.0,本科
211,Java,南宁,11.0,4.0,本科
212,Java,上海,20.5,3.0,大专
213,Java,苏州,17.5,3.0,本科
214,Java,珠海,11.5,4.0,本科
215,Java,深圳,16.5,4.0,本科
216,Java,上海,40.0,2.0,本科
217,Java,成都,11.5,4.0,本科
219,Java,深圳,37.5,4.0,本科
220,Java,南京,11.0,4.0,本科
221,Java,杭州,20.0,4.0,本科
222,Java,广州,15.0,4.0,本科
223,Java,北京,16.5,3.0,本科
224,Java,北京,9.0,4.0,本科
225,Java,北京,30.0,3.0,本科
226,Java,武汉,21.5,3.0,本科
227,Java,武汉,20.0,3.0,本科
228,Java,广州,11.5,2.0,本科
229,Java,南京,15.0,2.0,本科
230,Java,北京,30.0,4.0,本科
231,Java,杭州,20.0,4.0,本科
232,Java,成都,16.0,4.0,本科
233,Java,成都,30.0,4.0,本科
236,Java,上海,18.5,3.0,本科
237,Java,上海,22.0,3.0,本科
238,Java,上海,26.0,3.0,本科
239,Java,天津,16.5,3.0,本科
240,Java,成都,12.5,4.0,本科
241,Java,武汉,22.5,3.0,本科
242,Java,北京,17.5,4.0,本科
243,Java,杭州,14.0,4.0,本科
244,Java,深圳,18.5,4.0,本科
245,Java,青岛,12.5,4.0,本科
246,Java,深圳,23.0,4.0,本科
247,Java,北京,12.5,4.0,本科
248,Java,重庆,12.5,3.0,本科
249,Java,上海,15.5,3.0,本科
250,Java,北京,25.0,3.0,本科
251,Java,深圳,20.5,2.0,本科
252,Java,北京,27.5,3.0,本科
253,Java,北京,12.5,4.0,本科
254,Java,武汉,20.0,4.0,本科
255,Java,上海,25.0,3.0,本科
256,Java,北京,27.0,4.0,本科
257,Java,北京,32.5,3.0,本科
258,Java,成都,11.5,4.0,本科
259,Java,北京,25.0,4.0,本科
260,Java,上海,16.5,4.0,本科
261,Java,北京,22.5,4.0,本科
262,Java,深圳,14.0,4.0,本科
265,Java,深圳,17.5,4.0,本科
266,Java,武汉,20.0,3.0,本科
267,Java,拉萨,22.5,4.0,本科
268,Java,广州,12.5,2.0,本科
269,Java,拉萨,19.5,4.0,本科
270,Java,深圳,19.0,4.0,本科
271,Java,广州,22.5,3.0,本科
272,Java,深圳,16.0,4.0,本科
273,Java,上海,17.5,4.0,本科
274,Java,深圳,20.0,4.0,本科
275,Java,上海,20.0,3.0,本科
276,Java,上海,20.0,3.0,本科
277,Java,上海,40.0,2.0,本科
279,Java,成都,30.0,3.0,本科
280,Java,上海,35.0,2.0,本科
282,Java,无锡,15.0,4.0,本科
283,Java,深圳,16.5,3.0,大专
284,Java,深圳,16.5,3.0,本科
285,Java,常州,15.0,3.0,本科
287,Java,新乡,7.0,4.0,大专
288,Java,新乡,7.0,4.0,大专
290,Java,北京,10.5,2.0,大专
293,Java,成都,15.0,4.0,本科
294,Java,成都,13.5,4.0,本科
295,Java,广州,16.5,4.0,本科
296,Java,北京,17.5,4.0,本科
297,Java,上海,14.5,2.0,本科
298,Java,北京,30.0,4.0,本科
299,Java,北京,14.5,4.0,本科
300,Java,上海,45.0,2.0,本科
301,Java,广州,15.0,2.0,本科
302,Java,北京,18.5,4.0,本科
303,Java,深圳,15.0,4.0,本科
304,Java,深圳,45.0,3.0,本科
305,Java,深圳,25.0,3.0,本科
306,Java,上海,25.0,3.0,本科
308,Java,北京,15.0,2.0,大专
309,Java,广州,10.0,2.0,本科
310,Java,广州,22.5,3.0,本科
311,Java,上海,50.0,2.0,本科
312,Java,上海,22.5,2.0,本科
313,Java,厦门,14.0,2.0,本科
314,Java,广州,22.5,4.0,本科
315,Java,成都,9.5,4.0,本科
316,Java,杭州,16.5,2.0,本科
317,Java,上海,45.0,4.0,本科
318,Java,南京,17.0,2.0,本科
319,Java,成都,15.0,4.0,本科
321,Java,北京,37.5,3.0,本科
322,Java,成都,14.0,4.0,本科
323,Java,上海,45.0,4.0,本科
324,Java,广州,20.0,2.0,本科
325,Java,北京,30.0,4.0,本科
326,Java,北京,30.0,3.0,本科
327,Java,北京,30.0,4.0,本科
328,Java,北京,20.0,2.0,本科
329,Java,深圳,27.5,3.0,本科
331,Java,北京,45.0,3.0,本科
332,Java,重庆,9.0,4.0,本科
333,Java,北京,40.0,3.0,本科
334,Java,上海,45.0,4.0,本科
335,Java,上海,45.0,4.0,本科
336,Java,北京,42.5,4.0,本科
337,Java,北京,21.5,4.0,本科
338,Java,武汉,22.5,2.0,本科
339,Java,深圳,21.5,3.0,大专
340,Java,北京,30.0,4.0,本科
342,Java,上海,30.0,4.0,本科
343,Java,北京,27.0,4.0,本科
344,Java,北京,25.0,4.0,本科
345,Java,重庆,7.5,2.0,本科
346,Java,上海,40.0,2.0,本科
347,Java,上海,37.5,2.0,本科
348,Java,成都,22.5,4.0,本科
349,Java,广州,19.5,3.0,本科
350,Java,成都,20.0,3.0,本科
351,Java,北京,35.0,3.0,硕士
352,Java,深圳,21.5,4.0,本科
353,Java,深圳,24.0,3.0,本科
354,Java,上海,16.5,4.0,本科
356,Java,深圳,60.0,3.0,本科
357,Java,北京,37.5,4.0,本科
359,Java,北京,21.0,3.0,本科
360,Java,深圳,18.0,4.0,大专
361,Java,上海,45.0,4.0,本科
362,Java,上海,37.5,2.0,本科
363,Java,深圳,30.0,3.0,本科
364,Java,深圳,27.5,4.0,本科
365,Java,深圳,16.5,4.0,本科
366,Java,北京,32.5,4.0,本科
367,Java,北京,27.5,3.0,本科
368,Java,北京,27.5,3.0,本科
370,Java,北京,20.0,4.0,本科
371,Java,成都,20.0,3.0,本科
372,Java,北京,45.0,4.0,本科
373,Java,上海,45.0,4.0,本科
374,Java,广州,15.0,4.0,本科
375,Java,北京,17.5,4.0,本科
376,Java,上海,55.0,4.0,本科
378,Java,合肥,12.5,4.0,本科
379,Java,杭州,18.5,4.0,本科
380,Java,上海,29.0,4.0,本科
381,Java,福州,29.0,4.0,本科
382,Java,深圳,17.5,4.0,本科
383,Java,成都,9.0,2.0,本科
384,Java,深圳,19.5,4.0,大专
385,Java,成都,13.5,4.0,本科
387,Java,成都,12.5,4.0,本科
388,Java,上海,22.5,4.0,本科
390,Java,上海,24.0,4.0,本科
391,Java,上海,75.0,3.0,本科
392,Java,上海,45.0,4.0,本科
393,Java,上海,32.5,3.0,本科
395,Java,北京,21.0,4.0,本科
396,Java,上海,40.0,4.0,本科
397,Java,深圳,70.0,3.0,本科
398,Java,北京,17.5,4.0,本科
399,Java,广州,22.5,4.0,本科
400,Java,深圳,20.0,3.0,本科
401,Java,北京,32.5,4.0,本科
402,Java,上海,27.5,4.0,本科
403,Java,广州,22.5,3.0,本科
405,Java,广州,12.5,2.0,本科
406,Java,上海,45.0,4.0,本科
407,Java,上海,37.5,2.0,本科
408,Java,北京,19.0,3.0,本科
409,Java,广州,20.0,3.0,本科
410,Java,上海,35.0,3.0,本科
411,Java,西安,21.5,4.0,本科
412,Java,北京,19.0,4.0,本科
413,Java,深圳,16.0,4.0,本科
414,Java,上海,20.0,3.0,本科
415,Java,广州,20.0,3.0,本科
416,Java,上海,18.5,4.0,本科
417,Java,深圳,18.0,3.0,本科
418,Java,常州,20.0,4.0,本科
419,Java,北京,47.5,3.0,本科
420,Java,杭州,15.5,4.0,本科
421,Java,上海,45.0,4.0,本科
422,Java,广州,15.5,4.0,本科
423,Java,合肥,15.0,4.0,本科
424,Java,重庆,20.0,4.0,本科
425,Java,广州,17.5,4.0,本科
426,Java,深圳,45.0,4.0,本科
427,Java,北京,45.0,3.0,本科
428,Java,北京,30.0,4.0,本科
429,Java,杭州,22.5,4.0,本科
430,Java,深圳,17.0,4.0,本科
432,Java,深圳,6.5,2.0,本科
433,Java,成都,18.0,3.0,本科
434,Java,青岛,15.0,3.0,本科
435,Java,佛山,11.5,4.0,本科
436,Java,上海,22.5,3.0,本科
437,Java,上海,20.0,4.0,本科
438,Java,上海,20.0,4.0,本科
439,Java,杭州,16.5,4.0,本科
440,Java,北京,10.5,4.0,本科
442,Java,北京,37.5,3.0,本科
443,Java,北京,50.0,3.0,本科
445,Java,天津,20.0,2.0,本科
446,Java,成都,20.0,3.0,本科
447,Java,上海,22.5,2.0,本科
449,Java,上海,30.0,4.0,不限
450,Java,上海,27.5,3.0,本科
451,C++,上海,45.0,4.0,本科
453,C++,广州,20.0,2.0,本科
454,C++,广州,30.0,4.0,本科
456,C++,北京,37.5,3.0,本科
457,C++,上海,35.0,4.0,本科
458,C++,上海,37.5,4.0,本科
461,C++,南京,22.5,2.0,本科
462,C++,杭州,35.0,3.0,大专
463,C++,上海,45.0,3.0,本科
464,C++,广州,15.0,2.0,本科
465,C++,北京,40.0,4.0,本科
466,C++,上海,25.0,4.0,本科
469,C++,上海,45.0,4.0,本科
470,C++,上海,52.5,4.0,本科
471,C++,成都,30.0,4.0,本科
473,C++,武汉,22.5,2.0,本科
474,C++,重庆,7.5,2.0,本科
476,C++,武汉,22.5,2.0,本科
477,C++,成都,17.5,4.0,本科
478,C++,杭州,25.5,3.0,本科
479,C++,北京,28.0,3.0,本科
480,C++,北京,30.0,3.0,本科
481,C++,上海,45.0,4.0,本科
482,C++,上海,45.0,4.0,本科
483,C++,深圳,21.5,4.0,本科
484,C++,上海,21.5,4.0,本科
485,C++,成都,17.5,4.0,本科
486,C++,上海,32.5,4.0,本科
487,C++,武汉,19.0,4.0,本科
488,C++,深圳,45.0,3.0,本科
489,C++,北京,45.0,3.0,本科
491,C++,深圳,27.5,3.0,本科
493,C++,深圳,30.0,4.0,本科
494,C++,深圳,19.0,4.0,大专
495,C++,深圳,35.0,4.0,本科
497,C++,北京,22.5,2.0,本科
498,C++,北京,27.5,4.0,本科
499,C++,北京,22.5,2.0,本科
500,C++,上海,45.0,3.0,本科
501,C++,北京,37.5,4.0,本科
502,C++,北京,50.0,4.0,本科
503,C++,广州,22.5,3.0,本科
504,C++,上海,27.5,4.0,本科
505,C++,南京,10.5,2.0,本科
506,C++,上海,22.5,4.0,本科
507,C++,深圳,17.5,2.0,本科
508,C++,深圳,37.5,4.0,本科
509,C++,西安,21.5,4.0,本科
510,C++,北京,22.5,3.0,本科
511,C++,上海,28.5,4.0,大专
512,C++,深圳,27.5,4.0,本科
513,C++,深圳,33.0,4.0,本科
515,C++,武汉,30.0,3.0,本科
516,C++,北京,18.0,4.0,本科
517,C++,深圳,16.5,4.0,大专
519,C++,广州,20.0,4.0,大专
520,C++,北京,36.0,3.0,本科
521,C++,深圳,27.5,3.0,本科
523,C++,成都,12.5,4.0,本科
525,C++,深圳,16.5,4.0,本科
526,C++,北京,15.5,4.0,大专
527,C++,上海,21.0,4.0,本科
530,C++,深圳,27.5,3.0,本科
531,C++,深圳,30.0,2.0,本科
532,C++,厦门,18.0,3.0,本科
535,C++,武汉,16.0,2.0,本科
536,C++,武汉,22.5,4.0,本科
539,C++,杭州,13.0,2.0,本科
540,C++,北京,45.0,4.0,本科
543,C++,上海,28.5,3.0,大专
545,C++,成都,20.0,4.0,本科
546,C++,武汉,18.0,2.0,本科
547,C++,广州,40.0,3.0,本科
548,C++,广州,23.5,3.0,本科
549,C++,深圳,22.5,4.0,本科
550,C++,深圳,26.5,4.0,本科
551,C++,深圳,30.0,2.0,本科
552,C++,深圳,14.0,3.0,本科
553,C++,厦门,22.5,4.0,本科
554,C++,深圳,25.0,3.0,本科
555,C++,杭州,12.5,2.0,本科
558,C++,深圳,45.0,2.0,本科
559,C++,杭州,45.0,2.0,本科
560,C++,北京,45.0,2.0,本科
561,C++,北京,45.0,2.0,本科
562,C++,北京,27.5,2.0,本科
563,C++,深圳,35.0,4.0,本科
564,C++,深圳,22.5,2.0,本科
565,C++,深圳,35.0,4.0,本科
566,C++,深圳,27.5,4.0,本科
567,C++,深圳,35.0,3.0,本科
568,C++,上海,45.0,4.0,本科
569,C++,上海,45.0,4.0,本科
570,C++,上海,22.5,4.0,硕士
572,C++,北京,55.0,2.0,本科
573,C++,上海,55.0,2.0,本科
574,C++,北京,37.5,2.0,本科
575,C++,北京,37.5,2.0,本科
577,C++,上海,45.0,4.0,本科
578,C++,嘉兴,22.5,4.0,硕士
579,C++,杭州,22.5,4.0,硕士
580,C++,上海,27.5,2.0,本科
581,C++,上海,27.0,3.0,本科
582,C++,西安,19.0,3.0,本科
583,C++,上海,19.5,4.0,本科
584,C++,苏州,21.5,3.0,本科
586,C++,北京,35.0,2.0,本科
587,C++,杭州,22.5,4.0,硕士
588,C++,西安,19.0,3.0,本科
589,C++,西安,25.0,3.0,本科
590,C++,上海,15.0,2.0,本科
591,C++,上海,21.5,4.0,本科
592,C++,深圳,25.0,4.0,本科
593,C++,广州,45.0,4.0,本科
594,C++,上海,45.0,4.0,本科
595,C++,杭州,32.5,3.0,本科
596,C++,北京,30.0,3.0,本科
597,C++,南京,17.0,4.0,本科
598,C++,深圳,23.0,4.0,本科
599,C++,上海,35.5,3.0,本科
600,C++,长沙,20.0,3.0,本科
601,C++,上海,35.0,3.0,本科
602,C++,杭州,45.0,4.0,本科
603,C++,上海,35.0,4.0,本科
605,C++,郑州,12.5,2.0,本科
606,C++,杭州,20.0,2.0,本科
609,C++,深圳,20.0,4.0,大专
610,C++,深圳,19.0,4.0,大专
612,C++,杭州,11.5,2.0,本科
613,C++,成都,20.0,4.0,本科
614,C++,上海,37.5,3.0,本科
615,C++,成都,20.0,4.0,本科
616,C++,杭州,35.0,4.0,本科
617,C++,北京,30.0,4.0,本科
618,C++,长沙,24.0,4.0,本科
620,C++,常州,22.5,4.0,本科
621,C++,常州,25.0,3.0,本科
623,C++,广州,22.5,4.0,本科
627,C++,合肥,27.5,4.0,本科
630,C++,深圳,12.5,2.0,本科
631,C++,上海,30.0,2.0,本科
632,C++,上海,40.0,4.0,本科
633,C++,常州,25.0,3.0,本科
634,C++,常州,25.0,3.0,本科
637,C++,上海,35.0,3.0,本科
638,C++,西安,20.0,4.0,本科
639,C++,深圳,21.5,4.0,本科
640,C++,上海,16.0,2.0,本科
641,C++,西安,15.0,4.0,本科
643,C++,十堰,10.5,2.0,大专
644,C++,常州,15.0,2.0,本科
646,C++,北京,40.0,4.0,本科
647,C++,武汉,9.0,2.0,大专
650,C++,济南,9.5,2.0,本科
653,C++,成都,25.0,4.0,大专
654,C++,北京,20.0,4.0,硕士
655,C++,武汉,18.5,3.0,大专
656,C++,上海,22.5,2.0,本科
657,C++,深圳,13.0,4.0,本科
658,C++,广州,21.5,2.0,大专
661,C++,北京,22.5,3.0,本科
662,C++,深圳,12.5,2.0,本科
663,C++,北京,32.5,4.0,本科
664,C++,深圳,33.0,4.0,大专
665,C++,北京,33.0,4.0,大专
666,C++,成都,23.0,4.0,本科
667,C++,上海,30.0,2.0,本科
668,C++,上海,45.0,3.0,硕士
670,C++,郑州,14.0,4.0,本科
676,C++,上海,33.0,4.0,大专
680,C++,成都,20.0,4.0,硕士
683,C++,西安,16.0,2.0,大专
691,C++,苏州,16.0,2.0,本科
692,C++,深圳,27.5,4.0,本科
699,C++,合肥,20.0,4.0,本科
700,C++,杭州,20.0,4.0,本科
701,C++,杭州,17.5,2.0,本科
702,C++,上海,17.5,2.0,本科
704,C++,北京,23.5,4.0,硕士
705,C++,上海,35.5,4.0,本科
709,C++,杭州,35.0,4.0,本科
711,C++,沈阳,22.5,4.0,本科
712,C++,上海,27.5,4.0,本科
713,C++,深圳,20.0,4.0,本科
715,C++,杭州,16.0,4.0,大专
722,C++,大连,9.5,2.0,大专
724,C++,成都,12.5,2.0,本科
725,C++,上海,28.0,3.0,本科
726,C++,成都,15.0,4.0,本科
727,C++,成都,35.0,3.0,本科
728,C++,无锡,20.5,4.0,本科
731,C++,杭州,10.0,2.0,本科
733,C++,武汉,11.5,2.0,本科
734,C++,广州,20.0,2.0,本科
738,C++,西安,15.0,3.0,本科
739,C++,北京,18.0,2.0,本科
742,C++,西安,17.5,3.0,本科
743,C++,昆明,9.0,2.0,本科
747,C++,杭州,26.0,4.0,硕士
750,C++,上海,20.0,2.0,本科
751,C++,重庆,12.5,4.0,本科
753,C++,杭州,15.0,2.0,本科
755,C++,杭州,18.0,2.0,本科
756,C++,杭州,20.0,4.0,本科
757,C++,上海,23.0,3.0,本科
759,C++,武汉,15.5,3.0,本科
760,C++,大连,15.0,2.0,本科
761,C++,西安,22.5,4.0,本科
762,C++,上海,15.0,2.0,本科
763,C++,上海,15.0,2.0,本科
768,C++,合肥,7.5,4.0,本科
770,C++,深圳,22.5,4.0,本科
772,C++,深圳,27.5,3.0,本科
773,C++,深圳,17.5,4.0,本科
776,C++,苏州,20.0,3.0,本科
777,C++,上海,37.5,4.0,本科
780,C++,广州,19.5,3.0,本科
781,C++,深圳,17.5,2.0,大专
782,C++,深圳,11.0,2.0,本科
787,C++,上海,35.0,3.0,本科
788,C++,深圳,24.0,3.0,本科
793,C++,苏州,11.5,2.0,本科
798,C++,合肥,30.0,3.0,本科
803,C++,武汉,15.5,4.0,本科
804,C++,武汉,15.5,4.0,本科
805,C++,深圳,20.0,2.0,本科
806,C++,上海,21.0,3.0,本科
809,C++,广州,20.0,2.0,本科
810,C++,上海,25.0,3.0,本科
812,C++,上海,25.0,4.0,本科
813,C++,温州,10.5,2.0,本科
814,C++,深圳,35.0,4.0,本科
816,C++,深圳,42.5,3.0,本科
818,C++,中山,8.0,2.0,本科
820,C++,长沙,15.0,2.0,本科
821,C++,武汉,17.5,2.0,本科
822,C++,南昌,16.5,3.0,本科
823,C++,苏州,11.0,2.0,大专
829,C++,深圳,20.0,3.0,本科
832,C++,中山,25.0,3.0,本科
835,C++,杭州,10.5,2.0,大专
839,C++,宁波,22.5,4.0,本科
840,C++,深圳,24.0,3.0,本科
843,C++,深圳,22.5,4.0,本科
844,C++,深圳,22.5,4.0,大专
846,C++,广州,20.5,4.0,本科
847,C++,合肥,30.0,4.0,硕士
849,C++,上海,20.5,3.0,本科
854,C++,深圳,11.5,4.0,本科
855,C++,杭州,13.5,4.0,本科
858,C++,上海,30.0,4.0,本科
859,C++,苏州,18.0,4.0,本科
864,C++,长沙,10.0,2.0,大专
865,C++,长沙,13.0,4.0,大专
866,C++,成都,12.5,4.0,大专
867,C++,长沙,22.5,4.0,本科
872,C++,长沙,19.5,3.0,本科
873,C++,无锡,18.5,4.0,本科
881,C++,成都,20.0,4.0,本科
885,C++,上海,12.5,2.0,本科
886,C++,西安,11.5,4.0,本科
889,C++,上海,24.0,4.0,大专
890,C++,北京,14.0,4.0,本科
891,C++,广州,15.0,2.0,本科
892,C++,北京,25.0,4.0,本科
894,C++,西安,27.0,3.0,本科
895,C++,南京,27.5,3.0,本科
896,C++,上海,22.5,4.0,本科
898,C++,南京,17.5,4.0,本科
900,C++,武汉,9.5,2.0,大专
905,PHP,成都,10.5,2.0,本科
906,PHP,北京,22.5,2.0,本科
907,PHP,广州,11.5,2.0,本科
908,PHP,北京,27.5,4.0,本科
909,PHP,深圳,16.0,2.0,不限
910,PHP,武汉,10.0,2.0,本科
911,PHP,北京,30.0,4.0,本科
912,PHP,深圳,12.5,2.0,本科
915,PHP,广州,27.5,3.0,本科
916,PHP,广州,15.0,2.0,大专
917,PHP,成都,12.5,4.0,大专
918,PHP,北京,25.0,3.0,本科
919,PHP,深圳,30.0,4.0,本科
920,PHP,北京,40.0,3.0,本科
921,PHP,北京,30.0,3.0,本科
922,PHP,北京,32.5,3.0,本科
923,PHP,北京,45.0,3.0,本科
924,PHP,杭州,21.5,4.0,本科
925,PHP,北京,45.0,2.0,本科
926,PHP,深圳,17.5,2.0,本科
927,PHP,北京,35.0,2.0,本科
928,PHP,沈阳,11.5,4.0,本科
930,PHP,深圳,16.5,4.0,大专
931,PHP,北京,35.0,3.0,本科
932,PHP,北京,30.0,3.0,本科
933,PHP,珠海,8.5,2.0,本科
936,PHP,深圳,11.5,2.0,大专
937,PHP,珠海,11.5,2.0,大专
938,PHP,上海,20.0,4.0,本科
939,PHP,惠州,12.5,4.0,本科
940,PHP,广州,11.0,2.0,大专
941,PHP,深圳,9.0,4.0,大专
942,PHP,深圳,27.5,3.0,大专
943,PHP,南京,14.5,4.0,本科
944,PHP,济南,10.5,2.0,大专
945,PHP,上海,11.5,2.0,本科
946,PHP,郑州,5.0,2.0,大专
947,PHP,广州,9.5,2.0,大专
950,PHP,中山,20.0,4.0,本科
954,PHP,深圳,27.5,4.0,本科
955,PHP,济源,10.0,4.0,不限
956,PHP,佛山,12.5,4.0,本科
957,PHP,深圳,17.0,3.0,大专
959,PHP,北京,12.5,2.0,本科
