id,category,city,salary,workYear,education
6497,Shell,上海,35.0,4.0,本科
6498,Shell,郑州,12.5,4.0,本科
6499,Shell,北京,25.0,4.0,本科
6500,Shell,上海,20.0,3.0,不限
6501,Shell,成都,17.5,4.0,本科
6502,Shell,广州,26.5,4.0,本科
6503,Shell,北京,30.0,3.0,本科
6504,Shell,深圳,16.0,4.0,本科
6505,Shell,上海,18.0,3.0,本科
6506,Shell,上海,22.5,3.0,本科
6507,Shell,成都,10.0,4.0,本科
6509,Shell,上海,17.5,4.0,本科
6510,Shell,北京,30.0,4.0,本科
6511,Shell,成都,12.5,4.0,本科
6512,Shell,深圳,70.0,3.0,本科
6513,Shell,北京,36.5,4.0,本科
6514,Shell,上海,27.5,4.0,本科
6515,Shell,广州,10.0,2.0,大专
6516,Shell,广州,20.0,3.0,本科
6517,Shell,深圳,30.0,4.0,本科
6518,Shell,无锡,20.5,4.0,硕士
6519,Shell,南京,12.0,2.0,不限
6520,Shell,南京,15.0,4.0,不限
6521,Shell,长沙,30.0,4.0,本科
6522,Shell,北京,27.5,4.0,本科
6523,Shell,南京,23.0,3.0,不限
6524,Shell,南京,12.0,2.0,不限
6525,Shell,长沙,30.0,4.0,本科
6526,Shell,北京,37.5,3.0,本科
6528,Shell,北京,16.0,2.0,本科
6529,Shell,杭州,24.0,3.0,本科
6530,Shell,重庆,20.0,4.0,本科
6531,Shell,重庆,27.5,3.0,本科
6532,Shell,上海,20.0,3.0,本科
6533,Shell,北京,37.5,3.0,本科
6534,Shell,北京,22.5,4.0,本科
6535,Shell,广州,30.0,3.0,硕士
6536,Shell,广州,17.0,3.0,本科
6537,Shell,北京,30.0,4.0,本科
6538,Shell,南京,15.0,4.0,不限
6539,Shell,南京,23.0,3.0,不限
6540,Shell,重庆,12.5,4.0,本科
6541,Shell,北京,37.5,4.0,本科
6542,Shell,杭州,25.0,4.0,本科
6543,Shell,北京,18.0,4.0,本科
6544,Shell,北京,26.5,4.0,本科
6546,Shell,北京,32.5,4.0,本科
6547,Shell,上海,20.5,3.0,本科
6548,Shell,上海,25.0,3.0,本科
6549,Shell,广州,22.5,3.0,本科
6551,Shell,上海,22.5,3.0,本科
6552,Shell,北京,30.0,4.0,本科
6553,Shell,南京,12.0,2.0,不限
6554,Shell,南京,15.0,4.0,不限
6555,Shell,北京,22.5,2.0,本科
6556,Shell,杭州,22.5,4.0,本科
6557,Shell,北京,16.0,2.0,本科
6558,Shell,上海,30.0,4.0,本科
6559,Shell,广州,15.5,4.0,本科
6560,Shell,上海,17.5,4.0,大专
6562,Shell,杭州,22.5,4.0,本科
6563,Shell,成都,10.0,4.0,本科
6564,Shell,上海,45.0,4.0,本科
6566,Shell,广州,20.0,4.0,本科
6568,Shell,南京,23.0,3.0,不限
6569,Shell,广州,30.0,4.0,本科
6570,Shell,成都,27.5,4.0,本科
6571,Shell,深圳,15.0,4.0,本科
6572,Shell,广州,40.0,3.0,本科
6574,Shell,上海,37.5,3.0,本科
6576,Shell,北京,30.0,4.0,本科
6577,Shell,杭州,45.0,4.0,本科
6578,Shell,北京,18.0,4.0,本科
6579,Shell,北京,27.5,3.0,本科
6580,Shell,上海,13.0,2.0,大专
6581,Shell,上海,25.0,3.0,大专
6582,Shell,广州,16.0,2.0,本科
6584,Shell,北京,25.0,3.0,硕士
6585,Shell,深圳,30.0,3.0,本科
6586,Shell,上海,45.0,4.0,本科
6587,Shell,深圳,19.0,4.0,大专
6588,Shell,上海,17.5,4.0,本科
6589,Shell,深圳,18.0,4.0,本科
6590,Shell,深圳,21.5,3.0,本科
6591,Shell,成都,16.5,4.0,本科
6592,Shell,成都,13.5,4.0,本科
6593,Shell,广州,22.5,3.0,本科
6594,Shell,上海,12.0,2.0,本科
6595,Shell,上海,16.0,4.0,本科
6596,Shell,广州,14.0,4.0,本科
6597,Shell,深圳,30.0,4.0,本科
6598,Shell,上海,28.0,3.0,硕士
6599,Shell,南京,17.5,2.0,本科
6600,Shell,广州,15.0,2.0,本科
6601,Shell,北京,20.0,4.0,本科
6603,Shell,北京,22.5,4.0,本科
6604,Shell,上海,25.0,4.0,本科
6606,Shell,上海,15.0,4.0,大专
6607,Shell,上海,16.5,4.0,本科
6608,Shell,上海,28.0,4.0,硕士
6609,Shell,成都,24.0,3.0,本科
6610,Shell,广州,22.5,3.0,本科
6611,Shell,上海,20.0,4.0,大专
6614,Shell,深圳,37.5,4.0,本科
6615,Shell,上海,30.0,3.0,本科
6616,Shell,成都,9.5,2.0,本科
6619,Shell,深圳,20.0,4.0,本科
6620,Shell,上海,37.5,3.0,本科
6621,Shell,上海,37.5,3.0,本科
6622,Shell,北京,32.5,4.0,本科
6623,Shell,北京,32.5,4.0,本科
6624,Shell,北京,23.0,4.0,本科
6625,Shell,杭州,27.5,3.0,本科
6628,Shell,上海,27.5,2.0,本科
6629,Shell,深圳,17.5,2.0,本科
6630,Shell,上海,32.5,2.0,本科
6631,Shell,深圳,27.5,3.0,本科
6632,Shell,北京,18.0,4.0,本科
6633,Shell,深圳,30.0,3.0,本科
6634,Shell,深圳,27.5,4.0,大专
6635,Shell,深圳,37.5,3.0,本科
6636,Shell,深圳,25.0,4.0,本科
6637,Shell,武汉,22.5,2.0,本科
6638,Shell,上海,45.0,4.0,本科
6639,Shell,上海,17.5,2.0,本科
6640,Shell,深圳,27.5,4.0,本科
6641,Shell,深圳,27.5,4.0,本科
6642,Shell,北京,13.5,3.0,大专
6645,Shell,北京,30.0,3.0,本科
6646,Shell,深圳,30.0,4.0,本科
6647,Shell,成都,15.0,3.0,本科
6648,Shell,深圳,20.0,4.0,本科
6649,Shell,上海,20.0,4.0,本科
6650,Shell,上海,13.0,2.0,本科
6651,Shell,北京,22.5,4.0,本科
6652,Shell,北京,30.0,4.0,本科
6653,Shell,郑州,16.0,2.0,本科
6654,Shell,北京,16.0,4.0,本科
6655,Shell,北京,16.0,4.0,本科
6656,Shell,上海,37.5,3.0,本科
6657,Shell,无锡,11.0,4.0,本科
6658,Shell,北京,30.0,4.0,本科
6660,Shell,北京,20.0,4.0,本科
6661,Shell,海外,18.0,2.0,本科
6664,Shell,北京,30.0,2.0,硕士
6666,Shell,上海,22.5,4.0,本科
6668,Shell,西安,24.0,3.0,本科
6669,Shell,上海,34.0,4.0,本科
6670,Shell,深圳,20.0,2.0,硕士
6671,Shell,上海,34.0,4.0,本科
6672,Shell,大连,37.5,4.0,本科
6673,Shell,北京,30.0,4.0,本科
6675,Shell,佛山,11.0,4.0,大专
6676,Shell,北京,22.5,4.0,本科
6678,Shell,北京,12.5,4.0,本科
6679,Shell,深圳,11.5,2.0,本科
6680,Shell,北京,12.5,4.0,本科
6681,Shell,深圳,20.5,2.0,本科
6682,Shell,成都,12.5,4.0,本科
6683,Shell,北京,37.5,3.0,本科
6684,Shell,上海,27.5,3.0,本科
6685,Shell,北京,30.0,2.0,本科
6687,Shell,成都,11.5,2.0,本科
6688,Shell,重庆,10.0,2.0,大专
6690,Shell,成都,12.0,4.0,本科
6691,Shell,杭州,30.0,4.0,本科
6692,Shell,济南,6.5,2.0,本科
6693,Shell,深圳,24.0,2.0,本科
6694,Shell,深圳,34.0,3.0,本科
6695,Shell,北京,35.0,4.0,本科
6696,Shell,北京,27.0,4.0,本科
6697,Shell,北京,28.5,4.0,本科
6698,Shell,成都,12.5,4.0,本科
6699,Shell,西安,19.0,4.0,本科
6700,Shell,北京,27.5,4.0,本科
6701,Shell,上海,32.5,3.0,本科
6705,Shell,上海,23.0,4.0,本科
6706,Shell,北京,50.0,3.0,硕士
6707,Shell,北京,30.5,4.0,本科
6708,Shell,上海,17.5,4.0,本科
6709,Shell,深圳,50.0,4.0,本科
6710,Shell,上海,32.5,4.0,本科
6711,Shell,北京,75.0,3.0,本科
6713,Shell,无锡,16.0,4.0,本科
6716,Shell,上海,55.0,3.0,本科
6717,Shell,北京,17.5,2.0,本科
6720,Shell,深圳,35.0,4.0,本科
6721,Shell,北京,35.0,2.0,本科
6722,Shell,上海,25.0,4.0,本科
6724,Shell,深圳,37.5,4.0,本科
6726,Shell,深圳,13.0,4.0,本科
6727,Shell,珠海,16.5,3.0,本科
6728,Shell,北京,12.5,4.0,本科
6729,Shell,北京,25.0,2.0,本科
6730,Shell,深圳,25.0,4.0,本科
6731,Shell,成都,11.0,2.0,本科
6732,Shell,上海,27.5,2.0,本科
6734,Shell,北京,50.0,4.0,本科
6735,Shell,深圳,35.0,4.0,本科
6736,Shell,广州,37.5,3.0,本科
6737,Shell,北京,20.0,4.0,本科
6738,Shell,北京,37.5,3.0,本科
6739,Shell,上海,20.0,2.0,本科
6740,Shell,上海,30.0,3.0,本科
6741,Shell,重庆,15.0,4.0,本科
6742,Shell,北京,25.0,2.0,本科
6743,Shell,北京,30.0,3.0,本科
6744,Shell,北京,20.0,2.0,本科
6745,Shell,广州,16.0,2.0,本科
6747,Shell,北京,45.0,2.0,硕士
6749,Shell,深圳,45.0,4.0,本科
6750,Shell,深圳,37.5,3.0,本科
6751,Shell,上海,45.0,2.0,硕士
6752,Shell,北京,45.0,2.0,硕士
6753,Shell,广州,13.5,2.0,本科
6754,Shell,成都,16.0,4.0,本科
6755,Shell,北京,37.5,4.0,本科
6756,Shell,深圳,37.5,4.0,本科
6757,Shell,北京,20.0,4.0,本科
6758,Shell,上海,15.0,4.0,本科
6759,Shell,广州,20.0,4.0,本科
6761,Shell,杭州,20.0,2.0,本科
6762,Shell,杭州,41.5,3.0,本科
6763,Shell,杭州,45.0,4.0,本科
6765,Shell,上海,45.0,2.0,硕士
6766,Shell,杭州,16.5,4.0,本科
6767,Shell,北京,30.0,4.0,本科
6768,Shell,成都,8.5,4.0,本科
6769,Shell,广州,11.0,2.0,本科
6770,Shell,上海,25.0,4.0,本科
6771,Shell,广州,29.0,4.0,硕士
6773,Shell,南京,27.0,3.0,本科
6774,Shell,上海,12.5,4.0,大专
6775,Shell,深圳,25.0,3.0,本科
6776,Shell,深圳,27.5,4.0,本科
6777,Shell,深圳,20.0,4.0,本科
6778,Shell,重庆,9.0,2.0,大专
6779,Shell,北京,37.5,2.0,本科
6780,Shell,成都,22.5,4.0,本科
6781,Shell,佛山,9.5,2.0,本科
6782,Shell,深圳,25.0,3.0,本科
6783,Shell,广州,22.5,4.0,本科
6784,Shell,广州,12.0,4.0,大专
6785,Shell,北京,22.5,4.0,本科
6786,Shell,上海,35.0,3.0,本科
6787,Shell,杭州,15.5,4.0,本科
6788,Shell,佛山,12.5,2.0,本科
6789,Shell,深圳,40.0,3.0,本科
6790,Shell,北京,20.0,3.0,本科
6791,Shell,北京,37.5,3.0,本科
6792,Shell,北京,37.5,3.0,本科
6795,Shell,北京,37.5,3.0,本科
6796,Shell,北京,45.0,2.0,本科
6797,Shell,广州,20.0,3.0,本科
6798,Shell,北京,27.5,2.0,本科
6799,Shell,上海,32.5,4.0,本科
6800,Shell,武汉,21.5,3.0,大专
6801,Shell,深圳,22.5,4.0,本科
6802,Shell,深圳,25.0,3.0,本科
6803,Shell,北京,25.0,4.0,本科
6804,Shell,东莞,19.0,3.0,本科
6805,Shell,广州,25.0,3.0,本科
6806,Shell,深圳,20.0,4.0,本科
6807,Shell,青岛,22.5,3.0,本科
6809,Shell,北京,50.0,4.0,本科
6810,Shell,北京,45.0,2.0,本科
6811,Shell,北京,45.0,2.0,本科
6812,Shell,北京,27.5,4.0,本科
6813,Shell,北京,27.5,4.0,本科
6815,Shell,深圳,20.0,2.0,本科
6816,Shell,广州,11.0,4.0,本科
6817,Shell,广州,11.0,4.0,本科
6818,Shell,北京,47.5,3.0,硕士
6819,Shell,北京,47.5,3.0,硕士
6820,Shell,长沙,27.5,3.0,本科
6821,Shell,广州,20.0,4.0,本科
6822,Shell,广州,23.5,3.0,本科
6825,Shell,广州,23.5,3.0,本科
6826,Shell,上海,25.0,3.0,本科
6827,Shell,广州,23.5,3.0,本科
6828,Shell,深圳,22.5,3.0,本科
6829,Shell,北京,20.0,2.0,本科
6830,Shell,广州,17.5,4.0,本科
6831,Shell,北京,30.0,4.0,本科
6832,Shell,深圳,30.5,3.0,本科
6833,Shell,南京,8.0,4.0,大专
6834,Shell,广州,17.5,4.0,本科
6836,Shell,北京,12.5,2.0,大专
6837,Shell,广州,16.0,4.0,本科
6840,Shell,上海,18.5,4.0,本科
6841,Shell,广州,22.5,3.0,本科
6842,Shell,上海,32.5,4.0,本科
6843,Shell,郑州,12.5,2.0,本科
6845,Shell,广州,18.0,4.0,本科
6846,Shell,杭州,17.5,4.0,本科
6849,Shell,无锡,18.0,2.0,硕士
6850,Shell,珠海,17.5,2.0,本科
6851,Shell,珠海,17.5,2.0,本科
6858,Shell,珠海,17.5,2.0,本科
6859,Shell,珠海,17.5,2.0,本科
6860,Shell,重庆,8.5,4.0,本科
6865,Shell,常州,16.0,3.0,本科
6867,Shell,北京,20.0,4.0,本科
6870,Shell,郑州,14.0,4.0,本科
6871,Shell,郑州,10.0,2.0,不限
6872,Shell,珠海,17.5,2.0,本科
6873,Shell,珠海,17.5,2.0,本科
6874,Shell,深圳,20.0,4.0,本科
6875,Shell,深圳,25.0,3.0,本科
6876,Shell,上海,22.5,2.0,本科
6877,Shell,苏州,9.5,4.0,本科
6878,Shell,广州,7.5,4.0,本科
6879,Shell,广州,6.5,4.0,本科
6880,Shell,上海,35.0,3.0,本科
6881,Shell,上海,19.5,2.0,本科
6882,Shell,西安,19.0,4.0,本科
6884,Shell,重庆,10.0,4.0,本科
6886,Shell,上海,22.5,4.0,本科
6887,Shell,厦门,12.5,2.0,本科
6888,Shell,上海,25.0,4.0,本科
6889,Shell,北京,12.5,2.0,本科
6890,Shell,深圳,12.5,2.0,大专
6891,Shell,眉山,8.0,2.0,本科
6894,Shell,长沙,15.0,4.0,本科
6898,区块链,深圳,30.0,4.0,本科
6899,区块链,杭州,22.5,4.0,本科
6901,区块链,北京,37.5,4.0,本科
6902,区块链,深圳,41.5,3.0,硕士
6903,区块链,深圳,45.0,4.0,硕士
6904,区块链,上海,20.0,2.0,本科
6905,区块链,杭州,22.5,4.0,本科
6907,区块链,北京,60.0,4.0,本科
6908,区块链,北京,20.0,4.0,本科
6909,区块链,上海,13.5,3.0,硕士
6910,区块链,北京,21.5,2.0,本科
6911,区块链,深圳,30.0,4.0,本科
6912,区块链,上海,30.0,4.0,本科
6913,区块链,深圳,37.5,3.0,本科
6915,区块链,北京,32.5,4.0,本科
6916,区块链,北京,40.0,3.0,本科
6917,区块链,上海,20.0,4.0,本科
6918,区块链,深圳,45.0,3.0,本科
6919,区块链,深圳,22.5,2.0,硕士
6920,区块链,北京,37.5,3.0,本科
6921,区块链,北京,40.0,2.0,博士
6922,区块链,成都,32.5,3.0,本科
6925,区块链,深圳,12.5,4.0,本科
6926,区块链,北京,12.5,4.0,本科
6928,区块链,上海,30.0,4.0,本科
6929,区块链,深圳,45.0,3.0,本科
6930,区块链,上海,30.0,4.0,本科
6931,区块链,上海,12.5,4.0,本科
6932,区块链,北京,37.5,3.0,本科
6934,区块链,北京,19.5,2.0,本科
6935,区块链,厦门,12.5,2.0,本科
6936,区块链,深圳,23.0,3.0,本科
6937,区块链,杭州,14.5,4.0,本科
6938,区块链,上海,32.5,4.0,本科
6939,区块链,深圳,13.5,4.0,本科
6940,区块链,深圳,13.5,4.0,本科
6941,区块链,杭州,12.5,4.0,本科
6942,区块链,深圳,24.0,3.0,本科
6943,区块链,上海,37.5,3.0,本科
6944,区块链,北京,25.0,4.0,本科
6945,区块链,上海,25.0,4.0,本科
6946,区块链,上海,35.0,4.0,本科
6947,区块链,北京,25.0,4.0,本科
6948,区块链,北京,25.0,4.0,本科
6949,区块链,北京,35.0,3.0,本科
6951,区块链,深圳,26.5,3.0,本科
6952,区块链,北京,26.5,3.0,本科
6953,区块链,深圳,42.5,3.0,本科
6954,区块链,深圳,12.5,2.0,本科
6955,区块链,上海,13.5,2.0,本科
6956,区块链,北京,22.5,2.0,本科
6957,区块链,南宁,17.5,4.0,本科
6958,区块链,上海,26.5,3.0,本科
6959,区块链,北京,60.0,4.0,本科
6960,区块链,北京,20.0,4.0,本科
6961,区块链,成都,12.5,4.0,大专
6962,区块链,武汉,31.0,3.0,本科
6963,区块链,武汉,23.0,4.0,本科
6964,区块链,上海,17.5,2.0,硕士
6965,区块链,上海,25.0,3.0,本科
6966,区块链,深圳,3.0,2.0,大专
6969,区块链,深圳,42.5,4.0,本科
6972,区块链,深圳,25.0,2.0,本科
6973,区块链,上海,25.0,4.0,本科
6974,区块链,上海,30.0,4.0,本科
6975,区块链,东莞,10.5,2.0,大专
6977,区块链,成都,15.5,4.0,不限
6978,区块链,北京,40.0,3.0,本科
6979,区块链,北京,32.5,4.0,本科
6980,区块链,广州,18.5,3.0,大专
6981,区块链,深圳,30.0,2.0,本科
6982,区块链,北京,17.5,2.0,本科
6983,区块链,廊坊,26.5,3.0,本科
6984,区块链,深圳,42.5,4.0,本科
6985,区块链,北京,32.5,4.0,本科
6986,区块链,上海,12.0,2.0,大专
6987,区块链,上海,42.0,4.0,大专
6988,区块链,深圳,39.0,4.0,大专
6989,区块链,深圳,22.5,2.0,大专
6990,区块链,北京,27.5,2.0,本科
6991,区块链,深圳,30.0,4.0,大专
6992,区块链,深圳,22.5,4.0,大专
6993,区块链,杭州,45.0,2.0,本科
6994,区块链,杭州,22.5,2.0,本科
6995,区块链,成都,20.0,2.0,本科
6996,区块链,成都,25.0,2.0,本科
6997,区块链,杭州,25.0,2.0,本科
6998,区块链,上海,37.5,4.0,本科
6999,区块链,上海,30.0,4.0,本科
7001,区块链,深圳,8.5,2.0,大专
7003,区块链,上海,22.5,4.0,本科
7004,区块链,上海,37.5,4.0,本科
7005,区块链,杭州,30.0,2.0,本科
7006,区块链,杭州,30.0,4.0,本科
7007,区块链,深圳,20.0,4.0,大专
7008,区块链,深圳,25.0,4.0,大专
7009,区块链,北京,40.0,4.0,本科
7010,区块链,北京,30.0,2.0,本科
7012,区块链,深圳,20.0,2.0,本科
7013,区块链,深圳,12.5,2.0,本科
7014,区块链,成都,40.0,3.0,本科
7015,区块链,北京,45.0,3.0,本科
7016,区块链,武汉,37.5,3.0,本科
7017,区块链,北京,32.5,4.0,本科
7018,区块链,上海,30.0,4.0,本科
7019,区块链,上海,18.0,4.0,本科
7021,区块链,成都,22.5,4.0,本科
7022,区块链,深圳,20.0,4.0,本科
7023,区块链,深圳,15.0,2.0,本科
7024,区块链,合肥,18.5,3.0,本科
7027,区块链,北京,40.0,4.0,本科
7028,区块链,深圳,25.0,4.0,本科
7029,区块链,深圳,52.5,3.0,本科
7030,区块链,长沙,11.5,4.0,本科
7031,区块链,上海,45.0,4.0,本科
7032,区块链,上海,47.5,3.0,本科
7033,区块链,上海,22.5,2.0,本科
7034,区块链,深圳,32.5,4.0,本科
7035,区块链,深圳,20.0,4.0,本科
7037,区块链,北京,30.0,4.0,本科
7038,区块链,北京,12.0,2.0,本科
7039,区块链,上海,30.0,2.0,本科
7040,区块链,西安,22.5,4.0,本科
7041,区块链,长沙,16.0,3.0,本科
7042,区块链,成都,27.5,4.0,本科
7044,区块链,深圳,42.5,3.0,本科
7045,区块链,上海,25.0,4.0,本科
7046,区块链,菏泽,9.0,2.0,本科
7051,区块链,成都,7.5,2.0,大专
7052,区块链,成都,37.5,4.0,本科
7056,区块链,成都,20.0,3.0,本科
7059,区块链,上海,9.5,2.0,本科
7062,区块链,北京,40.0,4.0,本科
7064,区块链,武汉,18.5,3.0,本科
7065,区块链,成都,14.0,4.0,大专
7066,区块链,深圳,50.0,3.0,本科
7067,区块链,深圳,35.0,4.0,本科
7068,区块链,深圳,37.5,4.0,本科
7069,区块链,上海,35.0,4.0,大专
7071,区块链,杭州,27.5,4.0,本科
7074,区块链,北京,50.0,3.0,本科
7075,后端开发其它,北京,27.5,4.0,本科
7076,后端开发其它,北京,32.5,4.0,本科
7077,后端开发其它,成都,13.5,4.0,本科
7080,后端开发其它,重庆,7.5,2.0,本科
7081,后端开发其它,成都,22.5,4.0,本科
7082,后端开发其它,成都,20.0,3.0,本科
7083,后端开发其它,上海,16.5,4.0,本科
7085,后端开发其它,北京,37.5,4.0,本科
7086,后端开发其它,成都,9.0,2.0,本科
7088,后端开发其它,上海,50.0,3.0,本科
7089,后端开发其它,上海,25.0,4.0,本科
7090,后端开发其它,北京,30.0,3.0,本科
7091,后端开发其它,广州,22.5,3.0,本科
7093,后端开发其它,青岛,15.0,3.0,本科
7094,后端开发其它,北京,37.5,4.0,本科
7096,后端开发其它,海外,24.0,2.0,本科
7098,后端开发其它,广州,23.5,3.0,本科
7100,后端开发其它,深圳,30.0,4.0,不限
7102,后端开发其它,深圳,30.0,2.0,本科
7104,后端开发其它,深圳,20.0,4.0,本科
7106,后端开发其它,广州,23.0,3.0,本科
7108,后端开发其它,上海,32.5,3.0,本科
7109,后端开发其它,北京,12.5,2.0,本科
7110,后端开发其它,北京,37.5,3.0,本科
7111,后端开发其它,成都,20.0,2.0,本科
7112,后端开发其它,深圳,35.0,4.0,本科
7113,后端开发其它,苏州,9.0,2.0,本科
7115,后端开发其它,深圳,34.0,3.0,本科
7116,后端开发其它,杭州,22.5,4.0,硕士
7118,后端开发其它,北京,20.0,4.0,本科
7119,后端开发其它,深圳,18.0,4.0,本科
7120,后端开发其它,深圳,35.0,4.0,本科
7121,后端开发其它,广州,20.0,3.0,本科
7123,后端开发其它,杭州,19.5,4.0,本科
7124,后端开发其它,北京,30.0,2.0,本科
7125,后端开发其它,北京,22.5,2.0,本科
7126,后端开发其它,成都,13.0,4.0,本科
7128,后端开发其它,成都,12.5,4.0,本科
7129,后端开发其它,嘉兴,10.5,2.0,本科
7133,后端开发其它,广州,30.0,4.0,本科
7135,后端开发其它,深圳,18.0,3.0,本科
7136,后端开发其它,西安,12.5,4.0,本科
7137,后端开发其它,北京,25.0,3.0,本科
7138,后端开发其它,上海,22.5,4.0,本科
7139,后端开发其它,广州,14.5,2.0,本科
7140,后端开发其它,深圳,14.0,4.0,本科
7141,后端开发其它,南京,14.0,2.0,本科
7142,后端开发其它,成都,12.5,4.0,本科
7143,后端开发其它,广州,22.5,3.0,本科
7145,后端开发其它,南京,15.0,4.0,本科
7146,后端开发其它,北京,11.5,2.0,本科
7147,后端开发其它,深圳,30.0,4.0,本科
7148,后端开发其它,广州,18.5,4.0,本科
7149,后端开发其它,北京,45.0,4.0,本科
7150,后端开发其它,成都,15.0,3.0,本科
7151,后端开发其它,深圳,17.0,3.0,本科
7152,后端开发其它,上海,15.0,4.0,本科
7153,后端开发其它,武汉,11.5,4.0,本科
7154,后端开发其它,深圳,12.0,2.0,本科
7155,后端开发其它,北京,27.5,4.0,本科
7156,后端开发其它,深圳,17.0,4.0,大专
7157,后端开发其它,广州,12.5,2.0,本科
7158,后端开发其它,深圳,12.5,2.0,本科
7159,后端开发其它,成都,13.5,2.0,本科
7160,后端开发其它,杭州,11.0,2.0,本科
7163,后端开发其它,北京,30.0,3.0,本科
7165,后端开发其它,北京,17.5,4.0,大专
7166,后端开发其它,北京,23.0,4.0,大专
7169,后端开发其它,深圳,17.5,4.0,本科
7170,后端开发其它,北京,30.0,3.0,本科
7172,后端开发其它,上海,12.5,2.0,本科
7173,后端开发其它,贵阳,15.0,2.0,本科
7174,后端开发其它,北京,30.0,3.0,本科
7175,后端开发其它,上海,32.5,4.0,本科
7177,后端开发其它,深圳,21.5,3.0,本科
7178,后端开发其它,杭州,22.5,4.0,本科
7180,后端开发其它,成都,13.5,4.0,本科
7181,后端开发其它,深圳,17.0,3.0,本科
7182,后端开发其它,深圳,21.0,4.0,本科
7183,后端开发其它,成都,21.0,4.0,本科
7184,后端开发其它,北京,20.0,4.0,本科
7185,后端开发其它,青岛,10.5,2.0,本科
7186,后端开发其它,苏州,12.5,2.0,本科
7187,后端开发其它,深圳,16.0,4.0,本科
7188,后端开发其它,北京,15.0,4.0,大专
7189,后端开发其它,北京,20.0,4.0,本科
7190,后端开发其它,海外,24.0,2.0,本科
7191,后端开发其它,东莞,15.0,4.0,本科
7192,后端开发其它,上海,22.5,4.0,本科
7193,后端开发其它,温州,18.5,4.0,本科
7194,后端开发其它,广州,16.5,4.0,本科
7195,后端开发其它,深圳,16.5,4.0,本科
7196,后端开发其它,广州,15.0,4.0,本科
7197,后端开发其它,杭州,17.5,4.0,本科
7198,后端开发其它,成都,17.5,4.0,本科
7199,后端开发其它,上海,26.0,3.0,本科
7200,后端开发其它,上海,20.0,4.0,本科
7201,后端开发其它,深圳,37.5,3.0,本科
7203,后端开发其它,郑州,11.5,4.0,本科
7204,后端开发其它,成都,15.0,4.0,本科
7205,后端开发其它,北京,20.0,3.0,大专
7206,后端开发其它,北京,15.0,2.0,本科
7207,后端开发其它,佛山,20.0,4.0,本科
7208,后端开发其它,深圳,23.0,4.0,本科
7209,后端开发其它,北京,22.5,2.0,本科
7210,后端开发其它,杭州,20.5,4.0,本科
7211,后端开发其它,杭州,14.0,2.0,本科
7212,后端开发其它,上海,15.0,3.0,本科
7213,后端开发其它,广州,15.0,4.0,本科
7214,后端开发其它,深圳,20.0,3.0,本科
7215,后端开发其它,杭州,22.0,2.0,本科
7216,后端开发其它,广州,25.0,4.0,本科
7217,后端开发其它,杭州,20.0,2.0,本科
7218,后端开发其它,广州,20.0,4.0,本科
7219,后端开发其它,太原,11.5,4.0,本科
7221,后端开发其它,北京,24.0,2.0,本科
7222,后端开发其它,北京,18.5,4.0,本科
7224,后端开发其它,深圳,13.5,2.0,本科
7225,后端开发其它,成都,16.0,4.0,本科
7226,后端开发其它,深圳,20.0,4.0,本科
7227,后端开发其它,广州,25.0,4.0,本科
7228,后端开发其它,南宁,13.0,4.0,本科
7229,后端开发其它,上海,22.5,4.0,本科
7231,后端开发其它,广州,15.0,4.0,本科
7232,后端开发其它,深圳,21.5,3.0,大专
7234,后端开发其它,杭州,13.0,4.0,本科
7235,后端开发其它,广州,17.5,4.0,本科
7236,后端开发其它,济南,13.0,4.0,本科
7238,后端开发其它,成都,9.0,4.0,本科
7239,后端开发其它,广州,20.0,2.0,本科
7240,后端开发其它,深圳,15.0,4.0,本科
7241,后端开发其它,深圳,20.0,3.0,本科
7242,后端开发其它,济南,11.0,2.0,本科
7243,后端开发其它,武汉,12.5,2.0,本科
7244,后端开发其它,杭州,17.0,4.0,本科
7245,后端开发其它,济南,8.0,2.0,本科
7246,后端开发其它,苏州,20.0,3.0,本科
7247,后端开发其它,上海,20.0,3.0,本科
7248,后端开发其它,嘉兴,15.0,4.0,本科
7249,后端开发其它,深圳,20.0,2.0,本科
7250,后端开发其它,成都,13.0,2.0,本科
7251,后端开发其它,北京,16.0,3.0,本科
7252,后端开发其它,成都,15.5,4.0,本科
7253,后端开发其它,成都,15.5,4.0,本科
7254,后端开发其它,北京,37.5,4.0,本科
7255,后端开发其它,上海,11.5,2.0,本科
7256,后端开发其它,上海,10.0,2.0,本科
7257,后端开发其它,嘉兴,12.0,4.0,本科
7258,后端开发其它,北京,27.0,4.0,本科
7259,后端开发其它,广州,17.5,4.0,本科
7262,后端开发其它,广州,15.0,2.0,本科
7263,后端开发其它,成都,15.5,4.0,本科
7264,后端开发其它,东莞,20.0,3.0,本科
7265,后端开发其它,北京,12.5,4.0,本科
7266,后端开发其它,南昌,14.0,4.0,大专
7267,后端开发其它,北京,37.5,3.0,本科
7268,后端开发其它,北京,22.5,2.0,本科
7269,后端开发其它,广州,16.0,4.0,本科
7270,后端开发其它,保定,10.0,2.0,本科
7271,后端开发其它,北京,17.0,4.0,本科
7272,后端开发其它,北京,26.0,2.0,本科
7273,后端开发其它,上海,30.0,4.0,本科
7274,后端开发其它,北京,37.5,4.0,本科
7275,后端开发其它,杭州,18.5,4.0,本科
7277,后端开发其它,南宁,11.0,4.0,本科
